#location_id, days, frac_S, frac_I, frac_R
24 67 0.246000 0.587000 0.167000
24 68 0.245000 0.583000 0.172000
24 69 0.240000 0.584000 0.176000
24 70 0.223000 0.597000 0.180000
24 71 0.215000 0.601000 0.184000
24 72 0.211000 0.599000 0.190000
24 73 0.204000 0.602000 0.194000
24 74 0.195000 0.606000 0.199000
24 75 0.189000 0.607000 0.204000
24 76 0.183000 0.608000 0.209000
25 0 0.983000 0.017000 0.000000
25 1 0.982000 0.018000 0.000000
25 2 0.981000 0.019000 0.000000
25 3 0.978000 0.022000 0.000000
25 4 0.972000 0.028000 0.000000
25 5 0.968000 0.031000 0.001000
25 6 0.965000 0.034000 0.001000
25 7 0.960000 0.038000 0.002000
25 8 0.958000 0.038000 0.004000
25 9 0.954000 0.042000 0.004000
25 10 0.949000 0.047000 0.004000
25 11 0.943000 0.052000 0.005000
25 12 0.941000 0.053000 0.006000
25 13 0.934000 0.060000 0.006000
25 14 0.925000 0.067000 0.008000
25 15 0.916000 0.075000 0.009000
25 16 0.908000 0.083000 0.009000
25 17 0.903000 0.087000 0.010000
25 18 0.900000 0.090000 0.010000
25 19 0.892000 0.098000 0.010000
25 20 0.886000 0.104000 0.010000
25 21 0.873000 0.117000 0.010000
25 22 0.865000 0.125000 0.010000
25 23 0.858000 0.130000 0.012000
25 24 0.851000 0.135000 0.014000
25 25 0.845000 0.139000 0.016000
25 26 0.834000 0.150000 0.016000
25 27 0.825000 0.157000 0.018000
25 28 0.813000 0.168000 0.019000
25 29 0.805000 0.175000 0.020000
25 30 0.797000 0.182000 0.021000
25 31 0.788000 0.190000 0.022000
25 32 0.772000 0.202000 0.026000
25 33 0.751000 0.223000 0.026000
25 34 0.740000 0.232000 0.028000
25 35 0.729000 0.241000 0.030000
25 36 0.716000 0.252000 0.032000
25 37 0.706000 0.257000 0.037000
25 38 0.687000 0.276000 0.037000
25 39 0.680000 0.281000 0.039000
25 40 0.665000 0.294000 0.041000
25 41 0.644000 0.313000 0.043000
25 42 0.630000 0.321000 0.049000
25 43 0.611000 0.337000 0.052000
25 44 0.594000 0.348000 0.058000
25 45 0.577000 0.362000 0.061000
25 46 0.559000 0.378000 0.063000
25 47 0.545000 0.390000 0.065000
25 48 0.525000 0.405000 0.070000
25 49 0.507000 0.420000 0.073000
25 50 0.487000 0.434000 0.079000
25 51 0.473000 0.444000 0.083000
25 52 0.453000 0.456000 0.091000
25 53 0.437000 0.469000 0.094000
25 54 0.424000 0.478000 0.098000
25 55 0.410000 0.487000 0.103000
25 56 0.394000 0.500000 0.106000
25 57 0.373000 0.519000 0.108000
25 58 0.360000 0.530000 0.110000
25 59 0.340000 0.543000 0.117000
25 60 0.330000 0.549000 0.121000
25 61 0.320000 0.557000 0.123000
25 62 0.307000 0.561000 0.132000
25 63 0.294000 0.566000 0.140000
25 64 0.279000 0.574000 0.147000
25 65 0.270000 0.574000 0.156000
25 66 0.256000 0.582000 0.162000
25 67 0.244000 0.588000 0.168000
25 68 0.237000 0.588000 0.175000
25 69 0.229000 0.589000 0.182000
25 70 0.222000 0.587000 0.191000
25 71 0.210000 0.591000 0.199000
25 72 0.205000 0.589000 0.206000
25 73 0.192000 0.598000 0.210000
25 74 0.187000 0.596000 0.217000
25 75 0.179000 0.597000 0.224000
25 76 0.177000 0.595000 0.228000
26 0 0.982000 0.018000 0.000000
26 1 0.980000 0.020000 0.000000
26 2 0.976000 0.024000 0.000000
26 3 0.973000 0.027000 0.000000
26 4 0.971000 0.029000 0.000000
26 5 0.970000 0.030000 0.000000
26 6 0.969000 0.029000 0.002000
26 7 0.968000 0.030000 0.002000
26 8 0.964000 0.034000 0.002000
26 9 0.963000 0.035000 0.002000
26 10 0.961000 0.037000 0.002000
26 11 0.961000 0.037000 0.002000
26 12 0.957000 0.041000 0.002000
26 13 0.954000 0.044000 0.002000
26 14 0.950000 0.047000 0.003000
26 15 0.946000 0.051000 0.003000
26 16 0.942000 0.055000 0.003000
26 17 0.936000 0.061000 0.003000
26 18 0.931000 0.066000 0.003000
26 19 0.928000 0.069000 0.003000
26 20 0.921000 0.075000 0.004000
26 21 0.914000 0.082000 0.004000
26 22 0.906000 0.090000 0.004000
26 23 0.902000 0.093000 0.005000
26 24 0.892000 0.101000 0.007000
26 25 0.885000 0.108000 0.007000
26 26 0.875000 0.116000 0.009000
26 27 0.865000 0.124000 0.011000
26 28 0.857000 0.130000 0.013000
26 29 0.844000 0.142000 0.014000
26 30 0.824000 0.161000 0.015000
26 31 0.816000 0.168000 0.016000
26 32 0.808000 0.175000 0.017000
26 33 0.793000 0.188000 0.019000
26 34 0.782000 0.198000 0.020000
26 35 0.769000 0.209000 0.022000
26 36 0.756000 0.221000 0.023000
26 37 0.745000 0.232000 0.023000
26 38 0.732000 0.241000 0.027000
26 39 0.720000 0.250000 0.030000
26 40 0.702000 0.264000 0.034000
26 41 0.688000 0.274000 0.038000
26 42 0.672000 0.288000 0.040000
26 43 0.655000 0.304000 0.041000
26 44 0.641000 0.314000 0.045000
26 45 0.623000 0.331000 0.046000
26 46 0.606000 0.347000 0.047000
26 47 0.581000 0.369000 0.050000
26 48 0.565000 0.380000 0.055000
26 49 0.546000 0.396000 0.058000
26 50 0.536000 0.402000 0.062000
26 51 0.524000 0.409000 0.067000
26 52 0.508000 0.422000 0.070000
26 53 0.485000 0.438000 0.077000
26 54 0.469000 0.445000 0.086000
26 55 0.459000 0.451000 0.090000
26 56 0.445000 0.461000 0.094000
26 57 0.433000 0.467000 0.100000
26 58 0.419000 0.474000 0.107000
26 59 0.406000 0.481000 0.113000
26 60 0.393000 0.489000 0.118000
26 61 0.376000 0.504000 0.120000
26 62 0.366000 0.508000 0.126000
26 63 0.352000 0.519000 0.129000
26 64 0.340000 0.524000 0.136000
26 65 0.328000 0.532000 0.140000
26 66 0.312000 0.545000 0.143000
26 67 0.307000 0.546000 0.147000
26 68 0.298000 0.550000 0.152000
26 69 0.286000 0.558000 0.156000
26 70 0.275000 0.560000 0.165000
26 71 0.269000 0.564000 0.167000
26 72 0.259000 0.568000 0.173000
26 73 0.248000 0.572000 0.180000
26 74 0.235000 0.576000 0.189000
26 75 0.224000 0.582000 0.194000
26 76 0.222000 0.581000 0.197000
27 0 0.981000 0.019000 0.000000
27 1 0.980000 0.020000 0.000000
27 2 0.977000 0.023000 0.000000
27 3 0.975000 0.025000 0.000000
27 4 0.974000 0.026000 0.000000
27 5 0.971000 0.029000 0.000000
27 6 0.969000 0.031000 0.000000
27 7 0.964000 0.036000 0.000000
27 8 0.959000 0.040000 0.001000
27 9 0.954000 0.042000 0.004000
27 10 0.953000 0.043000 0.004000
27 11 0.949000 0.047000 0.004000
27 12 0.946000 0.050000 0.004000
27 13 0.939000 0.056000 0.005000
27 14 0.935000 0.060000 0.005000
27 15 0.934000 0.059000 0.007000
27 16 0.931000 0.062000 0.007000
27 17 0.925000 0.067000 0.008000
27 18 0.918000 0.073000 0.009000
27 19 0.910000 0.081000 0.009000
27 20 0.903000 0.087000 0.010000
27 21 0.894000 0.094000 0.012000
27 22 0.882000 0.106000 0.012000
27 23 0.871000 0.116000 0.013000
27 24 0.863000 0.123000 0.014000
27 25 0.851000 0.133000 0.016000
27 26 0.842000 0.141000 0.017000
27 27 0.829000 0.154000 0.017000
27 28 0.819000 0.164000 0.017000
27 29 0.805000 0.177000 0.018000
27 30 0.797000 0.184000 0.019000
27 31 0.786000 0.193000 0.021000
27 32 0.772000 0.200000 0.028000
27 33 0.751000 0.216000 0.033000
27 34 0.738000 0.229000 0.033000
27 35 0.725000 0.240000 0.035000
27 36 0.713000 0.252000 0.035000
27 37 0.694000 0.265000 0.041000
27 38 0.680000 0.276000 0.044000
27 39 0.667000 0.287000 0.046000
27 40 0.651000 0.299000 0.050000
27 41 0.636000 0.314000 0.050000
27 42 0.620000 0.321000 0.059000
27 43 0.607000 0.334000 0.059000
27 44 0.588000 0.353000 0.059000
27 45 0.572000 0.363000 0.065000
27 46 0.553000 0.379000 0.068000
27 47 0.533000 0.397000 0.070000
27 48 0.514000 0.410000 0.076000
27 49 0.502000 0.418000 0.080000
27 50 0.490000 0.427000 0.083000
27 51 0.470000 0.442000 0.088000
27 52 0.457000 0.452000 0.091000
27 53 0.447000 0.458000 0.095000
27 54 0.438000 0.460000 0.102000
27 55 0.422000 0.469000 0.109000
27 56 0.408000 0.479000 0.113000
27 57 0.396000 0.489000 0.115000
27 58 0.380000 0.499000 0.121000
27 59 0.367000 0.506000 0.127000
27 60 0.355000 0.514000 0.131000
27 61 0.344000 0.519000 0.137000
27 62 0.323000 0.534000 0.143000
27 63 0.308000 0.542000 0.150000
27 64 0.302000 0.545000 0.153000
27 65 0.291000 0.554000 0.155000
27 66 0.277000 0.567000 0.156000
27 67 0.270000 0.571000 0.159000
27 68 0.260000 0.579000 0.161000
27 69 0.247000 0.587000 0.166000
27 70 0.239000 0.589000 0.172000
27 71 0.231000 0.594000 0.175000
27 72 0.223000 0.597000 0.180000
27 73 0.213000 0.602000 0.185000
27 74 0.206000 0.599000 0.195000
27 75 0.197000 0.601000 0.202000
27 76 0.191000 0.599000 0.210000
28 0 0.986000 0.014000 0.000000
28 1 0.985000 0.015000 0.000000
28 2 0.984000 0.016000 0.000000
28 3 0.980000 0.020000 0.000000
28 4 0.979000 0.021000 0.000000
28 5 0.975000 0.025000 0.000000
28 6 0.972000 0.028000 0.000000
28 7 0.968000 0.032000 0.000000
28 8 0.966000 0.033000 0.001000
28 9 0.964000 0.035000 0.001000
28 10 0.961000 0.038000 0.001000
28 11 0.960000 0.039000 0.001000
28 12 0.956000 0.043000 0.001000
28 13 0.953000 0.046000 0.001000
28 14 0.950000 0.049000 0.001000
28 15 0.947000 0.052000 0.001000
28 16 0.941000 0.057000 0.002000
28 17 0.933000 0.064000 0.003000
28 18 0.927000 0.069000 0.004000
28 19 0.920000 0.075000 0.005000
28 20 0.911000 0.084000 0.005000
28 21 0.906000 0.089000 0.005000
28 22 0.900000 0.094000 0.006000
28 23 0.890000 0.103000 0.007000
28 24 0.882000 0.111000 0.007000
28 25 0.870000 0.121000 0.009000
28 26 0.861000 0.130000 0.009000
28 27 0.853000 0.137000 0.010000
28 28 0.839000 0.151000 0.010000
28 29 0.831000 0.158000 0.011000
28 30 0.824000 0.164000 0.012000
28 31 0.815000 0.173000 0.012000
28 32 0.804000 0.184000 0.012000
28 33 0.794000 0.193000 0.013000
28 34 0.782000 0.204000 0.014000
28 35 0.767000 0.216000 0.017000
28 36 0.758000 0.222000 0.020000
28 37 0.744000 0.232000 0.024000
28 38 0.731000 0.244000 0.025000
28 39 0.713000 0.257000 0.030000
28 40 0.707000 0.261000 0.032000
28 41 0.692000 0.274000 0.034000
28 42 0.676000 0.288000 0.036000
28 43 0.665000 0.294000 0.041000
28 44 0.650000 0.306000 0.044000
28 45 0.637000 0.317000 0.046000
28 46 0.625000 0.328000 0.047000
28 47 0.603000 0.348000 0.049000
28 48 0.589000 0.356000 0.055000
28 49 0.575000 0.365000 0.060000
28 50 0.554000 0.377000 0.069000
28 51 0.535000 0.394000 0.071000
28 52 0.517000 0.407000 0.076000
28 53 0.507000 0.415000 0.078000
28 54 0.491000 0.427000 0.082000
28 55 0.484000 0.429000 0.087000
28 56 0.472000 0.435000 0.093000
28 57 0.456000 0.438000 0.106000
28 58 0.439000 0.448000 0.113000
28 59 0.424000 0.459000 0.117000
28 60 0.404000 0.476000 0.120000
28 61 0.388000 0.487000 0.125000
28 62 0.378000 0.491000 0.131000
28 63 0.368000 0.494000 0.138000
28 64 0.351000 0.508000 0.141000
28 65 0.339000 0.514000 0.147000
28 66 0.331000 0.520000 0.149000
28 67 0.317000 0.530000 0.153000
28 68 0.311000 0.527000 0.162000
28 69 0.296000 0.539000 0.165000
28 70 0.285000 0.548000 0.167000
28 71 0.277000 0.550000 0.173000
28 72 0.269000 0.554000 0.177000
28 73 0.261000 0.555000 0.184000
28 74 0.254000 0.558000 0.188000
28 75 0.242000 0.562000 0.196000
28 76 0.237000 0.564000 0.199000
29 0 0.987000 0.013000 0.000000
29 1 0.985000 0.015000 0.000000
29 2 0.984000 0.016000 0.000000
29 3 0.983000 0.017000 0.000000
29 4 0.982000 0.018000 0.000000
29 5 0.980000 0.020000 0.000000
29 6 0.978000 0.022000 0.000000
29 7 0.976000 0.023000 0.001000
29 8 0.973000 0.026000 0.001000
29 9 0.973000 0.026000 0.001000
29 10 0.972000 0.026000 0.002000
29 11 0.970000 0.028000 0.002000
29 12 0.968000 0.030000 0.002000
29 13 0.965000 0.033000 0.002000
29 14 0.963000 0.034000 0.003000
29 15 0.960000 0.037000 0.003000
29 16 0.956000 0.040000 0.004000
29 17 0.953000 0.042000 0.005000
29 18 0.948000 0.046000 0.006000
29 19 0.945000 0.047000 0.008000
29 20 0.942000 0.050000 0.008000
29 21 0.938000 0.054000 0.008000
29 22 0.935000 0.057000 0.008000
29 23 0.934000 0.055000 0.011000
29 24 0.930000 0.059000 0.011000
29 25 0.926000 0.063000 0.011000
29 26 0.918000 0.071000 0.011000
29 27 0.911000 0.078000 0.011000
29 28 0.906000 0.082000 0.012000
29 29 0.895000 0.092000 0.013000
29 30 0.892000 0.095000 0.013000
29 31 0.884000 0.102000 0.014000
29 32 0.880000 0.104000 0.016000
29 33 0.868000 0.116000 0.016000
29 34 0.859000 0.124000 0.017000
29 35 0.840000 0.141000 0.019000
29 36 0.829000 0.151000 0.020000
29 37 0.819000 0.161000 0.020000
29 38 0.807000 0.172000 0.021000
29 39 0.791000 0.186000 0.023000
29 40 0.775000 0.201000 0.024000
29 41 0.764000 0.211000 0.025000
29 42 0.748000 0.225000 0.027000
29 43 0.733000 0.236000 0.031000
29 44 0.723000 0.246000 0.031000
29 45 0.709000 0.260000 0.031000
29 46 0.687000 0.281000 0.032000
29 47 0.675000 0.289000 0.036000
29 48 0.665000 0.295000 0.040000
29 49 0.658000 0.302000 0.040000
29 50 0.639000 0.321000 0.040000
29 51 0.621000 0.334000 0.045000
29 52 0.603000 0.349000 0.048000
29 53 0.587000 0.358000 0.055000
29 54 0.568000 0.376000 0.056000
29 55 0.549000 0.390000 0.061000
29 56 0.536000 0.401000 0.063000
29 57 0.516000 0.418000 0.066000
29 58 0.503000 0.429000 0.068000
29 59 0.489000 0.437000 0.074000
29 60 0.472000 0.450000 0.078000
29 61 0.460000 0.458000 0.082000
29 62 0.434000 0.482000 0.084000
29 63 0.417000 0.490000 0.093000
29 64 0.405000 0.500000 0.095000
29 65 0.386000 0.514000 0.100000
29 66 0.372000 0.523000 0.105000
29 67 0.353000 0.539000 0.108000
29 68 0.341000 0.543000 0.116000
29 69 0.325000 0.553000 0.122000
29 70 0.315000 0.550000 0.135000
29 71 0.306000 0.551000 0.143000
29 72 0.298000 0.557000 0.145000
29 73 0.290000 0.560000 0.150000
29 74 0.281000 0.564000 0.155000
29 75 0.264000 0.574000 0.162000
29 76 0.254000 0.577000 0.169000
30 0 0.987000 0.013000 0.000000
30 1 0.984000 0.015000 0.001000
30 2 0.979000 0.020000 0.001000
30 3 0.979000 0.020000 0.001000
30 4 0.978000 0.021000 0.001000
30 5 0.975000 0.024000 0.001000
30 6 0.974000 0.025000 0.001000
30 7 0.970000 0.028000 0.002000
30 8 0.967000 0.031000 0.002000
30 9 0.961000 0.037000 0.002000
30 10 0.960000 0.038000 0.002000
30 11 0.958000 0.039000 0.003000
30 12 0.955000 0.041000 0.004000
30 13 0.953000 0.043000 0.004000
30 14 0.952000 0.044000 0.004000
30 15 0.950000 0.044000 0.006000
30 16 0.949000 0.045000 0.006000
30 17 0.943000 0.050000 0.007000
30 18 0.939000 0.054000 0.007000
30 19 0.937000 0.054000 0.009000
30 20 0.931000 0.058000 0.011000
30 21 0.926000 0.062000 0.012000
30 22 0.925000 0.062000 0.013000
30 23 0.919000 0.068000 0.013000
30 24 0.916000 0.070000 0.014000
30 25 0.911000 0.074000 0.015000
30 26 0.905000 0.079000 0.016000
30 27 0.897000 0.086000 0.017000
30 28 0.885000 0.098000 0.017000
30 29 0.880000 0.103000 0.017000
30 30 0.873000 0.108000 0.019000
30 31 0.864000 0.116000 0.020000
30 32 0.858000 0.121000 0.021000
30 33 0.849000 0.129000 0.022000
30 34 0.843000 0.133000 0.024000
30 35 0.836000 0.140000 0.024000
30 36 0.823000 0.152000 0.025000
30 37 0.816000 0.159000 0.025000
30 38 0.807000 0.165000 0.028000
30 39 0.792000 0.180000 0.028000
30 40 0.781000 0.189000 0.030000
30 41 0.766000 0.203000 0.031000
30 42 0.751000 0.217000 0.032000
30 43 0.735000 0.230000 0.035000
30 44 0.725000 0.238000 0.037000
30 45 0.710000 0.250000 0.040000
30 46 0.696000 0.264000 0.040000
30 47 0.683000 0.274000 0.043000
30 48 0.674000 0.278000 0.048000
30 49 0.662000 0.287000 0.051000
30 50 0.640000 0.304000 0.056000
30 51 0.627000 0.314000 0.059000
30 52 0.614000 0.323000 0.063000
30 53 0.598000 0.337000 0.065000
30 54 0.582000 0.351000 0.067000
30 55 0.570000 0.357000 0.073000
30 56 0.546000 0.377000 0.077000
30 57 0.532000 0.391000 0.077000
30 58 0.521000 0.396000 0.083000
30 59 0.508000 0.408000 0.084000
30 60 0.492000 0.423000 0.085000
30 61 0.477000 0.433000 0.090000
30 62 0.461000 0.443000 0.096000
30 63 0.448000 0.451000 0.101000
30 64 0.434000 0.457000 0.109000
30 65 0.421000 0.468000 0.111000
30 66 0.412000 0.473000 0.115000
30 67 0.403000 0.478000 0.119000
30 68 0.386000 0.488000 0.126000
30 69 0.370000 0.500000 0.130000
30 70 0.361000 0.503000 0.136000
30 71 0.350000 0.507000 0.143000
30 72 0.338000 0.515000 0.147000
30 73 0.333000 0.517000 0.150000
30 74 0.314000 0.531000 0.155000
30 75 0.304000 0.537000 0.159000
30 76 0.289000 0.548000 0.163000
31 0 0.984000 0.016000 0.000000
31 1 0.983000 0.017000 0.000000
31 2 0.981000 0.019000 0.000000
31 3 0.980000 0.020000 0.000000
31 4 0.979000 0.021000 0.000000
31 5 0.978000 0.021000 0.001000
31 6 0.976000 0.023000 0.001000
31 7 0.976000 0.022000 0.002000
31 8 0.974000 0.024000 0.002000
31 9 0.972000 0.024000 0.004000
31 10 0.972000 0.024000 0.004000
31 11 0.970000 0.026000 0.004000
31 12 0.968000 0.028000 0.004000
31 13 0.965000 0.030000 0.005000
31 14 0.963000 0.031000 0.006000
31 15 0.957000 0.037000 0.006000
31 16 0.951000 0.043000 0.006000
31 17 0.948000 0.046000 0.006000
31 18 0.943000 0.050000 0.007000
31 19 0.939000 0.053000 0.008000
31 20 0.934000 0.058000 0.008000
31 21 0.927000 0.065000 0.008000
31 22 0.921000 0.070000 0.009000
31 23 0.914000 0.077000 0.009000
31 24 0.911000 0.079000 0.010000
31 25 0.909000 0.077000 0.014000
31 26 0.905000 0.080000 0.015000
31 27 0.894000 0.091000 0.015000
31 28 0.892000 0.093000 0.015000
31 29 0.885000 0.100000 0.015000
31 30 0.875000 0.108000 0.017000
31 31 0.868000 0.115000 0.017000
31 32 0.858000 0.124000 0.018000
31 33 0.851000 0.131000 0.018000
31 34 0.845000 0.136000 0.019000
31 35 0.835000 0.145000 0.020000
31 36 0.826000 0.154000 0.020000
31 37 0.815000 0.165000 0.020000
31 38 0.801000 0.176000 0.023000
31 39 0.792000 0.184000 0.024000
31 40 0.780000 0.195000 0.025000
31 41 0.768000 0.207000 0.025000
31 42 0.760000 0.213000 0.027000
31 43 0.750000 0.221000 0.029000
31 44 0.733000 0.235000 0.032000
31 45 0.723000 0.242000 0.035000
31 46 0.712000 0.253000 0.035000
31 47 0.694000 0.270000 0.036000
31 48 0.678000 0.281000 0.041000
31 49 0.666000 0.290000 0.044000
31 50 0.658000 0.295000 0.047000
31 51 0.645000 0.306000 0.049000
31 52 0.627000 0.322000 0.051000
31 53 0.611000 0.336000 0.053000
31 54 0.597000 0.348000 0.055000
31 55 0.579000 0.365000 0.056000
31 56 0.563000 0.377000 0.060000
31 57 0.551000 0.388000 0.061000
31 58 0.541000 0.396000 0.063000
31 59 0.522000 0.409000 0.069000
31 60 0.498000 0.430000 0.072000
31 61 0.490000 0.435000 0.075000
31 62 0.476000 0.449000 0.075000
31 63 0.456000 0.465000 0.079000
31 64 0.439000 0.476000 0.085000
31 65 0.417000 0.496000 0.087000
31 66 0.404000 0.506000 0.090000
31 67 0.390000 0.518000 0.092000
31 68 0.378000 0.521000 0.101000
31 69 0.366000 0.530000 0.104000
31 70 0.349000 0.543000 0.108000
31 71 0.341000 0.545000 0.114000
31 72 0.332000 0.551000 0.117000
31 73 0.317000 0.558000 0.125000
31 74 0.302000 0.565000 0.133000
31 75 0.290000 0.574000 0.136000
31 76 0.282000 0.576000 0.142000
32 0 0.984000 0.016000 0.000000
32 1 0.982000 0.017000 0.001000
32 2 0.981000 0.018000 0.001000
32 3 0.978000 0.021000 0.001000
32 4 0.975000 0.024000 0.001000
32 5 0.973000 0.026000 0.001000
32 6 0.971000 0.028000 0.001000
32 7 0.969000 0.030000 0.001000
32 8 0.968000 0.031000 0.001000
32 9 0.961000 0.038000 0.001000
32 10 0.957000 0.042000 0.001000
32 11 0.953000 0.046000 0.001000
32 12 0.952000 0.046000 0.002000
32 13 0.949000 0.049000 0.002000
32 14 0.946000 0.052000 0.002000
32 15 0.943000 0.054000 0.003000
32 16 0.938000 0.059000 0.003000
32 17 0.934000 0.063000 0.003000
32 18 0.933000 0.064000 0.003000
32 19 0.927000 0.069000 0.004000
32 20 0.924000 0.072000 0.004000
32 21 0.919000 0.076000 0.005000
32 22 0.911000 0.081000 0.008000
32 23 0.902000 0.090000 0.008000
32 24 0.895000 0.096000 0.009000
32 25 0.886000 0.105000 0.009000
32 26 0.876000 0.113000 0.011000
32 27 0.867000 0.122000 0.011000
32 28 0.859000 0.129000 0.012000
32 29 0.848000 0.140000 0.012000
32 30 0.834000 0.153000 0.013000
32 31 0.820000 0.166000 0.014000
32 32 0.810000 0.175000 0.015000
32 33 0.796000 0.187000 0.017000
32 34 0.780000 0.199000 0.021000
32 35 0.769000 0.206000 0.025000
32 36 0.758000 0.217000 0.025000
32 37 0.745000 0.230000 0.025000
32 38 0.735000 0.237000 0.028000
32 39 0.724000 0.247000 0.029000
32 40 0.713000 0.256000 0.031000
32 41 0.693000 0.273000 0.034000
32 42 0.678000 0.287000 0.035000
32 43 0.666000 0.295000 0.039000
32 44 0.649000 0.310000 0.041000
32 45 0.634000 0.323000 0.043000
32 46 0.620000 0.337000 0.043000
32 47 0.607000 0.347000 0.046000
32 48 0.586000 0.362000 0.052000
32 49 0.568000 0.375000 0.057000
32 50 0.552000 0.384000 0.064000
32 51 0.535000 0.395000 0.070000
32 52 0.521000 0.405000 0.074000
32 53 0.509000 0.413000 0.078000
32 54 0.494000 0.426000 0.080000
32 55 0.476000 0.438000 0.086000
32 56 0.457000 0.454000 0.089000
32 57 0.447000 0.456000 0.097000
32 58 0.435000 0.466000 0.099000
32 59 0.423000 0.472000 0.105000
32 60 0.409000 0.479000 0.112000
32 61 0.394000 0.491000 0.115000
32 62 0.375000 0.506000 0.119000
32 63 0.363000 0.515000 0.122000
32 64 0.348000 0.526000 0.126000
32 65 0.336000 0.535000 0.129000
32 66 0.322000 0.544000 0.134000
32 67 0.309000 0.554000 0.137000
32 68 0.299000 0.561000 0.140000
32 69 0.287000 0.566000 0.147000
32 70 0.279000 0.566000 0.155000
32 71 0.264000 0.574000 0.162000
32 72 0.253000 0.576000 0.171000
32 73 0.244000 0.581000 0.175000
32 74 0.234000 0.580000 0.186000
32 75 0.226000 0.579000 0.195000
32 76 0.217000 0.586000 0.197000
33 0 0.982000 0.018000 0.000000
33 1 0.982000 0.018000 0.000000
33 2 0.981000 0.019000 0.000000
33 3 0.978000 0.021000 0.001000
33 4 0.975000 0.024000 0.001000
33 5 0.974000 0.024000 0.002000
33 6 0.971000 0.026000 0.003000
33 7 0.968000 0.029000 0.003000
33 8 0.966000 0.030000 0.004000
33 9 0.964000 0.032000 0.004000
33 10 0.962000 0.034000 0.004000
33 11 0.959000 0.037000 0.004000
33 12 0.957000 0.039000 0.004000
33 13 0.953000 0.043000 0.004000
33 14 0.949000 0.047000 0.004000
33 15 0.947000 0.049000 0.004000
33 16 0.944000 0.050000 0.006000
33 17 0.939000 0.055000 0.006000
33 18 0.937000 0.055000 0.008000
33 19 0.933000 0.059000 0.008000
33 20 0.930000 0.062000 0.008000
33 21 0.927000 0.064000 0.009000
33 22 0.925000 0.066000 0.009000
33 23 0.918000 0.073000 0.009000
33 24 0.908000 0.083000 0.009000
33 25 0.898000 0.092000 0.010000
33 26 0.892000 0.095000 0.013000
33 27 0.884000 0.103000 0.013000
33 28 0.874000 0.113000 0.013000
33 29 0.868000 0.119000 0.013000
33 30 0.861000 0.124000 0.015000
33 31 0.853000 0.132000 0.015000
33 32 0.842000 0.142000 0.016000
33 33 0.830000 0.152000 0.018000
33 34 0.820000 0.160000 0.020000
33 35 0.812000 0.166000 0.022000
33 36 0.798000 0.179000 0.023000
33 37 0.786000 0.188000 0.026000
33 38 0.780000 0.192000 0.028000
33 39 0.770000 0.202000 0.028000
33 40 0.761000 0.208000 0.031000
33 41 0.744000 0.225000 0.031000
33 42 0.731000 0.236000 0.033000
33 43 0.722000 0.244000 0.034000
33 44 0.703000 0.261000 0.036000
33 45 0.682000 0.279000 0.039000
33 46 0.669000 0.290000 0.041000
33 47 0.650000 0.308000 0.042000
33 48 0.633000 0.321000 0.046000
33 49 0.620000 0.332000 0.048000
33 50 0.605000 0.346000 0.049000
33 51 0.583000 0.362000 0.055000
33 52 0.569000 0.373000 0.058000
33 53 0.557000 0.377000 0.066000
33 54 0.543000 0.388000 0.069000
33 55 0.528000 0.399000 0.073000
33 56 0.505000 0.414000 0.081000
33 57 0.490000 0.424000 0.086000
33 58 0.467000 0.444000 0.089000
33 59 0.452000 0.454000 0.094000
33 60 0.436000 0.467000 0.097000
33 61 0.416000 0.482000 0.102000
33 62 0.397000 0.495000 0.108000
33 63 0.373000 0.515000 0.112000
33 64 0.363000 0.519000 0.118000
33 65 0.342000 0.534000 0.124000
33 66 0.333000 0.542000 0.125000
33 67 0.322000 0.548000 0.130000
33 68 0.310000 0.556000 0.134000
33 69 0.292000 0.569000 0.139000
33 70 0.280000 0.576000 0.144000
33 71 0.267000 0.585000 0.148000
33 72 0.253000 0.591000 0.156000
33 73 0.245000 0.593000 0.162000
33 74 0.235000 0.595000 0.170000
33 75 0.230000 0.587000 0.183000
33 76 0.222000 0.591000 0.187000
34 0 0.990000 0.010000 0.000000
34 1 0.990000 0.010000 0.000000
34 2 0.990000 0.010000 0.000000
34 3 0.989000 0.011000 0.000000
34 4 0.987000 0.013000 0.000000
34 5 0.986000 0.014000 0.000000
34 6 0.985000 0.015000 0.000000
34 7 0.982000 0.018000 0.000000
34 8 0.981000 0.019000 0.000000
34 9 0.978000 0.022000 0.000000
34 10 0.977000 0.023000 0.000000
34 11 0.970000 0.030000 0.000000
34 12 0.969000 0.031000 0.000000
34 13 0.965000 0.035000 0.000000
34 14 0.963000 0.037000 0.000000
34 15 0.959000 0.041000 0.000000
34 16 0.956000 0.042000 0.002000
34 17 0.955000 0.043000 0.002000
34 18 0.949000 0.049000 0.002000
34 19 0.947000 0.050000 0.003000
34 20 0.942000 0.055000 0.003000
34 21 0.939000 0.058000 0.003000
34 22 0.934000 0.062000 0.004000
34 23 0.926000 0.070000 0.004000
34 24 0.921000 0.075000 0.004000
34 25 0.917000 0.078000 0.005000
34 26 0.912000 0.082000 0.006000
34 27 0.905000 0.089000 0.006000
34 28 0.897000 0.095000 0.008000
34 29 0.893000 0.097000 0.010000
34 30 0.888000 0.102000 0.010000
34 31 0.880000 0.110000 0.010000
